Sentence #,Sentence,Tag
Sentence: 179,“It doesn’t make sense.,"['O', 'O', 'O', 'O', 'O']"
Sentence: 180,"The hotels run on electricity.” Even with all the current challenges, most visitors agree that Cuba remains a unique travel experience.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 181,"The cliches – classic cars, cigars and mojitos – still appeal to many, while others prefer to travel the island absorbing its history, culture and music.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 182,"Yet as tour operator Sunwings’ decision to step back shows, some tourists are finding it hard to appreciate Cuba during its energy crisis, especially if it’s about to be exacerbated by a hostile administration – and Secretary of State – in Washington.","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 183,It’s that quintessential British tradition that we have been enjoying for hundreds of years.,"['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 184,"The answer to every crisis, a bonding ritual when you welcome someone into your home and the first drink many people wake up to.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 185,"“Fancy a cuppa?” or even simply “Tea?” is music to your ears, right?","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 186,"Well, maybe not for everyone.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
Sentence: 187,"""I suppose there's kind of an association with tea as an old person's drink,"" says Gillie Owen, aged 20.","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 188,The student from London says he and his friends prefer water or diet soda drinks.,"['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 189,"Layba, meanwhile, doesn't drink tea at all.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 190,"""I have never liked tea,"" the 20-year-old says.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 191,"""I just think it tastes really off, like, really weird.” It's a stark contrast to her parents who, she says, “really love"" tea.","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 192,So is it a generational thing?,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 193,"As a nation, are we falling out of love with tea?","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
Sentence: 194,"Last week, one of Britain’s oldest tea firms, Typhoo Tea, collapsed after a drop in sales.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 195,"The 120-year-old company has been rescued by vape maker Supreme, whose boss says he wants to develop new products under the brand.","['B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 196,"Sandy Chadha told the BBC the tea market was in decline but said Supreme would look to appeal to the younger generation who preferred ""things like iced tea and healthier drinks"".","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG']"
Sentence: 197,"Tea sales volumes have fallen by 4.3% compared with two years ago, according to analysts at NielsenIQ.","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 198,"And a recent survey by Mintel suggested less than half the nation, 48%, now drink tea at least once a day.","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 199,"Kiti Soininen, food and drink researcher at Mintel, says traditional tea is facing “intense competition” from fruit, herbal, green and speciality black tea.","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 200,"Twenty-one-year-old student Dylan says he drinks tea, but not the usual builder's tea - black with a smidge of milk – and prefers to go caffeine free.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 201,"""I drink less tea than my parents definitely.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 202,"I drink Redbush tea and other less ‘tea’ teas,"" he says.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 203,"Shayma, 18, says she also prefers herbal tea, while most of her friends drink coffee.","['-PER', 'O', 'B-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 204,"She says there are ""so many drinks now” and she hasn’t even heard of Typhoo.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 205,Ms Soininen points to the huge difference between sales of tea and coffee.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 206,"“Sales of ordinary tea stood at £377m in 2023, leaving it far behind instant coffee, at [almost] £1bn,” she says.","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 207,"Even instant coffee's popularity is being challenged by the fast-growing ready-to-drink coffee market, she adds, which has seen sales more than double over the last five years.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 208,"Polina Jones from NielsenIQ says while people ""are not falling out of love with tea per se"", the landscape is changing with huge offerings from bubble tea, herbal teas, kombuchas and energy drinks attracting the younger generation.","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
Sentence: 209,"If this trend continues, she believes brands should reinvent themselves and figure out how to get into the ready-to-drink space.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 210,"Twinings, for example, has started to offer canned sparkling tea, while bottled kombuchas appeal to students and young professionals buying a meal deal, she says.","['B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 211,"Supreme’s purchase of Typhoo includes two herbal tea brands, Heath & Heather and the London Fruit & Herb Company, as well as specialty tea brand Ridgways.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG']"
Sentence: 212,Analyst Susannah Streeter from Hargreaves Lansdown believes Supreme will incorporate these into wellness brands it already owns.,"['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 213,"Another challenge for black tea is that even for those for whom it is a staple, costs are rising and so they are buying in smaller volumes.","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 214,"In 1974, the average family purchased 68g - about 30 tea bags - of tea per person, per week.","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 215,"By 2023, that had gone down to 19g - about 10 tea bags – per person, according to government figures.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 216,"""What's particularly telling of the potential long-term threat for black tea is that while all age groups have similarly high usage of tea in the early morning and with breakfast, younger groups are much less likely than older ones to reach for the drink later in the day,"" says Mintel’s Kiti Soininen.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 217,"She concludes with a stark warning for traditional tea makers – if younger generations continue with these habits as they get older, this will ultimately “chip away” at the size of the market.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 218,"And as one BBC reader commented on the Typhoo collapse story: ""You know things are bad when a tea company in the UK goes bust.”","['-PER', 'O', 'B-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 219,A pair of ruby red slippers worn by actress Judy Garland in the classic movie The Wizard of Oz have been sold for $28m (£22m) at a US-based auction on Saturday.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUR', 'O', 'B-CUR', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
Sentence: 220,"One of four surviving pairs used in the film, the famed sequined pumps were once stolen from a Minnesota museum.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 221,"Online bidding started a month ago, with the slippers expected to fetch as much as $3m (£2.35m) at auction, according to Heritage Auctions - an under-estimate by $25m (£20m).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUR', 'O', 'B-CUR', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-CUR', 'O', 'B-CUR', 'O']"
Sentence: 222,"The auctioneers called the slippers the ""Holy Grail of Hollywood memorabilia"" and said their selling price made them the most valuable movie memorabilia ever sold at auction.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 223,"The winning bid prompted applause in the auction room in Dallas, with the sale coinciding with a renewed interest in the musical following the recent release of the prequel movie Wicked.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 224,Garland was only 16 when she played Dorothy in the classic 1939 musical The Wizard of Oz.,"['B-PER', 'O', 'O', 'B-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ART', 'I-ART', 'I-ART', 'I-ART']"
Sentence: 225,"Media outlet Variety ranked it second in its inaugural list of ""100 Greatest Movies of All Time"".","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 226,The film is a musical adaptation of L Frank Baum's 1900 children's book The Wonderful Wizard of Oz.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'B-TIM', 'O', 'O', 'B-ART', 'I-ART', 'I-ART', 'I-ART', 'I-ART']"
Sentence: 227,"While in the book, the magical slippers are silver, the producers for the film changed them to red to take advantage of the new Technicolor technology.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 228,"In the film, as in the book, a pivotal moment occurs when Dorothy must click her heels three times as she repeats ""There's no place like home"" in order to leave the magical land of Oz and return to Kansas and her Auntie Em.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 229,"While several pairs of shoes were worn by Garland during filming, only four are known to have survived.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 230,One of the pairs is on exhibit at the Smithsonian's National Museum of American History.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG']"
Sentence: 231,But this pair up for auction has its own unique history.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 232,"Collector Michael Shaw had loaned the slippers out to the Judy Garland Museum in her hometown of Grand Rapids, Minnesota, when they were stolen in 2005.","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'B-TIM']"
Sentence: 233,"Professional thief Terry Jon Martin used a hammer to smash the glass case and snatch the slippers, believing that their insured value of $1m must be because they were covered in actual gemstones.","['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CUR', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 234,"But when he took them to a ""fence"" - an intermediary who sells stolen goods to discreet buyers - he discovered they were just glass.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 235,So he gave the shoes to someone else.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 236,It wasn't until 2018 that the FBI recovered the shoes in a sting operation.,"['O', 'O', 'O', 'B-TIM', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
Sentence: 237,What happened to them in those 13 years is still not known.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIM', 'I-TIM', 'O', 'O', 'O', 'O']"
Sentence: 238,"In 2023, Martin - who was in his 70s and used a wheelchair - pleaded guilty to stealing them, and was sentenced to time served.","['O', 'B-TIM', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 239,"""There's some closure, and we do know definitely that Terry Jon Martin did break into our museum, but I'd like to know what happened to them after he let them go,"" John Kelsch, curator of the Judy Garland Museum, told CBS News Minnesota in 2023.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'B-LOC', 'O', 'B-TIM']"
Sentence: 240,"""Just to do it because he thought they were real rubies and to turn them over to a jewelry fence.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 241,"I mean, the value is not rubies.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 242,"The value is an American treasure, a national treasure.","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
Sentence: 243,"To steal them without knowing that seems ludicrous.""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 244,"With winter nights drawing in across North America, Canadian “snowbirds” – citizens who flee their freezing temperatures for sunnier climes every year – are planning their annual trips to Florida or the Caribbean.","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC']"
Sentence: 245,"Traditionally, Cuba has been hugely popular among Canadians, drawn to the pristine white sands of beach resorts like Varadero.","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 246,They fill the void left by Americans wary of the travel restrictions imposed on them under the continuing US economic embargo of the largest island in the Caribbean.,"['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 247,"Figures show that almost one million Canadian tourists visited Cuba last year, the top country of origin for visitors by some margin.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 248,"As such, a recent decision by the Canadian tour operator, Sunwing Vacations Group – one of Cuba’s leading travel partners – to remove 26 hotels from its Cuba portfolio is a blow to the island’s struggling tourism industry.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
Sentence: 249,"Sunwing took the decision after Cuba endured a four-day nationwide blackout at the end of October, caused by failures with the country's aging energy infrastructure.","['B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 250,"This was followed by another national power cut last month, when Hurricane Rafael barrelled its way across the island, worsening an already-acute electricity crisis.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 251,"A third countrywide blackout then happened on Wednesday, 4 Dec, after Cuba's largest power plant broke down.","['O', 'O', 'O', 'O', 'O', 'O', 'B-TIM', 'I-TIM', 'I-TIM', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 252,"“Cuba has had some volatility in the last few weeks and that may shake consumer confidence,” Sunwing’s chief marketing officer, Samantha Taylor told the Pax News travel website last month.","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']"
Sentence: 253,"“There are incredible places to go in Cuba,” she stressed, keen to emphasise that the company isn’t pulling out of Cuba altogether.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 254,"“But we also recognise that if clients are a little uncomfortable, we need to give them options.” Specifically, that involved drawing up a list of what they called “hidden gems” – alternative holiday destinations in the Dominican Republic, the Bahamas and Colombia.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
Sentence: 255,The implications for Cuba are clear.,"['O', 'O', 'O', 'B-LOC', 'O', 'O']"
Sentence: 256,"With tourism now the island’s principal economic motor, and the main source of foreign currency earnings after remittances, that an important tour operator is pointing its customers towards other countries’ beaches over crumbling energy infrastructure is a real concern.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 257,"“Our message to Canadians is that tourism is one of the economy’s priorities,” said Lessner Gómez, director of the Cuban Tourism Board in Toronto in a statement.","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O']"
Sentence: 258,"“The Ministry of Tourism has been preparing for the winter season to deliver better services, uninterrupted supplies, a better airport experience, and more and new car rentals.” While Cuba’s tourism agency tries to ease fears about the extent of the electricity blackouts, few can deny that these have been extremely difficult months on the island.","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 259,Hurricane Rafael was only the latest storm to hit Cuba in a frenetic Atlantic hurricane season in which more powerful and more frequent storms are the new normal.,"['B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 260,"Of course, severe weather is a problem across the Caribbean.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 261,"But for Cuba, there are other complications in play.","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 262,"Donald Trump’s re-election to the White House and his choice for Secretary of State, Marco Rubio, stand to make life even more complicated for Cubans than it already is.","['B-PER', 'I-PER', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 263,"“This is probably the Cuban Revolution’s hardest moment,” says former Cuban diplomat, Jesús Arboleya.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 264,"“And unfortunately, I see nothing on the horizon whatsoever which allows for an optimistic view of the future of US-Cuba relations.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']"
Sentence: 265,"“Donald Trump has handed US policy towards Cuba to those sectors of the Cuban American right who have essentially lived off anti-Castro policies since their origins.” Mr Arboleya adds that Marco Rubio, currently a US Senator for Florida, is the leading voice among them.","['B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 266,He is a Cuban American long opposed to the communist government in Havana.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 267,"His parents were Cubans who moved to the US in 1956, three years before Fidel Castro seized power, but his grandfather fled the Castro-led turn to communism on the island.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-TIM', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 268,“People are horrified by the idea of another Donald Trump presidency.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 269,"It spells real trouble,” echoes Cuban political commentator and editor of Temas magazine, Rafael Hernández.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
Sentence: 270,"Current US policy towards Cuba is “somewhat schizophrenic”, he argues.","['O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Sentence: 271,"“On the one hand, the State Department facilitates support to the private sector, and [pushes for] economic changes in Cuba.","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Sentence: 272,"But on the other hand, Congress and Senate seem to freeze any advances on those reforms.” The expectation is, however, that a future Secretary of State Rubio will coalesce the US’s Cuba policy around a single idea - maximum pressure on the island by tightening the already-harsh sanctions.","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 273,"Cubans fear that could mean the suspension of commercial flights to Cuba, or even the closure of the US Embassy in Havana, which was officially reopened in 2015 after decades of frosty relations.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-TIM', 'O', 'O', 'O', 'O']"
Sentence: 274,"If implemented, such steps would be deliberately designed to further harm Cuba’s floundering tourism trade, the aim to hit the communist-run nation when it’s down.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 275,Tourist numbers to Cuba have almost halved since the high point of nearly five million visitors during the Obama-era détente with Cuba.,"['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']"
Sentence: 276,"Between 2015-2017 US visitors flocked to the island under more relaxed travel restrictions, keen to experience a country that had long been denied them.","['O', 'B-TIM', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 277,"Around the same time, the Cuban government embarked on a major hotel-building spree, confident that demand would remain strong over the next decade.","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 278,"However, there followed a double blow to Cuban tourism from which it hasn’t fully recovered.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 279,"First, the Trump Administration rolled back President Obama’s engagement policies, and then the Covid-19 pandemic sent the industry into freefall.","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 280,"With many of those hotels now registering much lower occupancy rates than originally predicted, and real difficulties in providing the five-star customer experience as advertised amid the blackouts and shortages, some question the strategy of putting so many eggs in the tourism basket in the first place.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
